interaction,topology,amplitude,squared_amplitude
e_del_1837(X)^(*)  AntiPart e_eps_1019(X)  to  AntiPart d_beta_861(X)^(*)  d_gam_2604(X),"Vertex INDEX_[ID]:d ( INDEX_[ID] ) , AntiPart d ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{%\sigma_4122,%gam_2601,%del_1857}*gamma_{+%\sigma_4122,%gam_2602,%eta_1447}*d_{i_1244,%eta_1447}(p_3)_v*d_{j_1224,%gam_2602}(p_4)_u^(*)*e_{k_1232,%del_1857}(p_1)_u*e_{l_1232,%gam_2601}(p_2)_v^(*)/(m_e^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_d ^ 2 * m_e ^ 2 + 8 * m_d ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_e ^ 2 * s_34 ) * ( m_e ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
e_del_12152(X)^(*)  c_eps_8968(X)^(*)  to  e_eta_10295(X)  c_alpha_9211(X),"Vertex INDEX_[ID]:c ( INDEX_[ID] ) , c ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{+%\sigma_37163,%gam_16647,%alpha_9208}*gamma_{%\sigma_37163,%gam_16648,%eta_10292}*c_{j_13107,%gam_16647}(p_4)_u^(*)*c_{l_13115,%alpha_9208}(p_2)_u*e_{i_13127,%gam_16648}(p_3)_u^(*)*e_{k_13115,%eta_10292}(p_1)_u/(m_e^2 + -s_13 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_c ^ 2 * m_e ^ 2 + ( - 8 ) * m_c ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_e ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart e_del_567(X)  AntiPart e_alpha_291(X)  to  AntiPart e_beta_75(X)^(*)  AntiPart e_gam_1237(X)^(*),"Vertex INDEX_[ID]:AntiPart e ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart e ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/2*i*e^2*gamma_{+%\sigma_869,%gam_1152,%eps_180}*gamma_{%\sigma_869,%gam_1153,%eta_288}*e_{l_83,%eps_180}(p_3)_v*e_{i_95,%eta_288}(p_4)_v*e_{j_73,%gam_1152}(p_1)_v^(*)*e_{k_83,%gam_1153}(p_2)_v^(*)/(m_e^2 + -s_13 + 1/2*reg_prop)",2 * e ^ 4 * ( m_e ^ 4 + - 1 / 2 * m_e ^ 2 * s_13 + 1 / 2 * s_14 * s_23 + - 1 / 2 * m_e ^ 2 * s_24 + 1 / 2 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
u_eta_2818(X)^(*)  AntiPart u_alpha_2013(X)  to  tt_beta_1166(X)  AntiPart tt_gam_2193(X)^(*),"Vertex INDEX_[ID]:tt ( INDEX_[ID] ) , AntiPart tt ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:u ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-2/9*i*e^2*gamma_{+%\sigma_4502,%gam_2189,%beta_1163}*gamma_{%\sigma_4502,%gam_2190,%eps_1247}*u_{l_1617,%gam_2189}(p_2)_v^(*)*u_{k_1617,%beta_1163}(p_1)_u*tt_{i_1619,%gam_2190}(p_3)_u^(*)*tt_{j_1619,%eps_1247}(p_4)_v/(m_u^2 + s_12 + 1/2*reg_prop)",4 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_u ^ 2 * m_tt ^ 2 + 8 * m_tt ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_u ^ 2 * s_34 ) * ( m_u ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
mu_beta_11110(X)^(*)  AntiPart A_\tau_40296(X)  to  mu_eps_10325(X)  A_\mu_39903(X),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , mu ( INDEX_[ID] ) , AntiPart OffShell mu ( INDEX_[ID] ) , Vertex INDEX_[ID]:mu ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell mu ( INDEX_[ID] ) ,","i*e^2*(p_1_%\lambda_41518*gamma_{%\sigma_39944,%eta_15698,%beta_11561}*A_{j_15313,+%\lambda_41518}(p_4)^(*)*A_{l_15311,+%\sigma_39944}(p_2)*mu_{i_15313,%eta_15698}(p_3)_u^(*)*mu_{k_15311,%beta_11561}(p_1)_u + -1/2*p_4_%\sigma_39946*gamma_{%\lambda_41518,%eta_15729,%beta_11563}*gamma_{%\sigma_39944,%eta_15701,%eta_15728}*gamma_{+%\sigma_39946,%eta_15728,%eta_15729}*A_{j_15313,+%\lambda_41518}(p_4)^(*)*A_{l_15311,+%\sigma_39944}(p_2)*mu_{i_15313,%eta_15701}(p_3)_u^(*)*mu_{k_15311,%beta_11563}(p_1)_u)/(s_23 + -1/2*reg_prop)",2 * e ^ 4 * s_14 * s_34 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + ( - 4 ) * i * e ^ 2 * ( i * e ^ 2 * m_mu ^ 2 * ( m_mu ^ 2 + - 1 / 2 * s_13 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_mu ^ 2 * ( INDEX_[ID] * s_14 + ( - 8 ) * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
u_del_9214(X)^(*)  AntiPart A_\nu_32173(X)  to  u_alpha_10931(X)  AntiPart A_\nu_32279(X),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , u ( INDEX_[ID] ) , AntiPart OffShell u ( INDEX_[ID] ) , Vertex INDEX_[ID]:u ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell u ( INDEX_[ID] ) ,","4/9*i*e^2*(p_1_%\mu_34214*gamma_{%\nu_32207,%eta_14528,%del_9977}*A_{l_12261,+%\nu_32207}(p_2)*A_{j_12263,+%\mu_34214}(p_4)^(*)*u_{i_12263,%eta_14528}(p_3)_u^(*)*u_{k_12261,%del_9977}(p_1)_u + -1/2*p_4_%\tau_32665*gamma_{%\mu_34214,%eta_14555,%del_9979}*gamma_{%\nu_32207,%eta_14531,%eta_14554}*gamma_{+%\tau_32665,%eta_14554,%eta_14555}*A_{l_12261,+%\nu_32207}(p_2)*A_{j_12263,+%\mu_34214}(p_4)^(*)*u_{i_12263,%eta_14531}(p_3)_u^(*)*u_{k_12261,%del_9979}(p_1)_u)/(s_23 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_14 * s_34 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_u ^ 2 * ( m_u ^ 2 + - 1 / 2 * s_13 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_u ^ 2 * ( INDEX_[ID] * s_14 + ( - 8 ) * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart mu_alpha_10476(X)  c_beta_8833(X)^(*)  to  AntiPart mu_gam_11137(X)^(*)  c_del_8929(X),"Vertex INDEX_[ID]:c ( INDEX_[ID] ) , c ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart mu ( INDEX_[ID] ) , AntiPart mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{%\lambda_31687,%eta_13042,%del_8926}*gamma_{+%\lambda_31687,%gam_11134,%eps_8013}*c_{l_11653,%del_8926}(p_2)_u*c_{j_11655,%eta_13042}(p_4)_u^(*)*mu_{i_11655,%eps_8013}(p_3)_v*mu_{k_11653,%gam_11134}(p_1)_v^(*)/(m_mu^2 + -s_13 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_c ^ 2 * m_mu ^ 2 + ( - 8 ) * m_c ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_mu ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_mu ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart tt_beta_1126(X)  tt_gam_3124(X)^(*)  to  AntiPart tt_del_2263(X)^(*)  tt_eps_1314(X),"Vertex INDEX_[ID]:tt ( INDEX_[ID] ) , tt ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart tt ( INDEX_[ID] ) , AntiPart tt ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","2/9*i*e^2*gamma_{+%\sigma_5268,%gam_3284,%del_2243}*gamma_{%\sigma_5268,%gam_3285,%gam_3286}*tt_{j_1629,%gam_3285}(p_4)_u^(*)*tt_{k_1627,%gam_3284}(p_1)_v^(*)*tt_{l_1627,%gam_3286}(p_2)_u*tt_{i_1629,%del_2243}(p_3)_v/(m_tt^2 + -s_13 + 1/2*reg_prop)",4 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_tt ^ 4 + ( - 8 ) * m_tt ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_tt ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_tt ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
e_alpha_485(X)^(*)  mu_beta_397(X)^(*)  to  e_gam_1233(X)  mu_del_777(X),"Vertex INDEX_[ID]:mu ( INDEX_[ID] ) , mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/2*i*e^2*gamma_{+%\sigma_1660,%eta_534,%del_774}*gamma_{%\sigma_1660,%gam_1229,%gam_1230}*e_{i_423,%gam_1229}(p_3)_u^(*)*e_{k_421,%gam_1230}(p_1)_u*mu_{l_421,%del_774}(p_2)_u*mu_{j_423,%eta_534}(p_4)_u^(*)/(m_e^2 + -s_13 + 1/2*reg_prop)",1 / 4 * e ^ 4 * ( INDEX_[ID] * m_e ^ 2 * m_mu ^ 2 + ( - 8 ) * m_mu ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_e ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
t_alpha_6221(X)^(*)  A_\mu_24255(X)  to  t_beta_6214(X)  A_\nu_24339(X),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , t ( INDEX_[ID] ) , AntiPart OffShell t ( INDEX_[ID] ) , Vertex INDEX_[ID]:t ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell t ( INDEX_[ID] ) ,","i*e^2*(p_1_%\tau_25294*gamma_{%\tau_25292,%gam_7786,%del_7055}*A_{l_9433,+%\tau_25292}(p_2)*A_{j_9435,+%\tau_25294}(p_4)^(*)*t_{i_9435,%gam_7786}(p_3)_u^(*)*t_{k_9433,%del_7055}(p_1)_u + -1/2*p_4_%\lambda_24254*gamma_{+%\lambda_24254,%gam_7812,%gam_7813}*gamma_{%\tau_25292,%gam_7789,%gam_7812}*gamma_{%\tau_25294,%gam_7813,%del_7057}*A_{l_9433,+%\tau_25292}(p_2)*A_{j_9435,+%\tau_25294}(p_4)^(*)*t_{i_9435,%gam_7789}(p_3)_u^(*)*t_{k_9433,%del_7057}(p_1)_u)/(s_23 + -1/2*reg_prop)",2 * e ^ 4 * s_14 * s_34 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + ( - 4 ) * i * e ^ 2 * ( i * e ^ 2 * m_t ^ 2 * ( m_t ^ 2 + - 1 / 2 * s_13 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_t ^ 2 * ( INDEX_[ID] * s_14 + ( - 8 ) * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
u_alpha_991(X)^(*)  AntiPart u_eta_1398(X)  to  u_alpha_1091(X)  AntiPart u_beta_670(X)^(*),"Vertex INDEX_[ID]:u ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:u ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-2/9*i*e^2*gamma_{%\mu_2754,%eta_1349,%eps_709}*gamma_{+%\mu_2754,%gam_1235,%alpha_1039}*u_{l_951,%gam_1235}(p_2)_v^(*)*u_{k_951,%alpha_1039}(p_1)_u*u_{j_953,%eps_709}(p_4)_v*u_{i_953,%eta_1349}(p_3)_u^(*)/(m_u^2 + s_12 + 1/2*reg_prop)",4 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_u ^ 4 + 8 * m_u ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_u ^ 2 * s_34 ) * ( m_u ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
e_del_2070(X)^(*)  AntiPart e_eps_1176(X)  to  AntiPart s_beta_995(X)^(*)  s_gam_2921(X),"Vertex INDEX_[ID]:AntiPart s ( INDEX_[ID] ) , s ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{+%\sigma_4746,%eta_1681,%eta_1682}*gamma_{%\sigma_4746,%gam_2919,%del_2084}*e_{k_1444,%del_2084}(p_1)_u*e_{l_1444,%gam_2919}(p_2)_v^(*)*s_{i_1456,%eta_1682}(p_3)_v*s_{j_1436,%eta_1681}(p_4)_u^(*)/(m_e^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_e ^ 2 * m_s ^ 2 + 8 * m_s ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_e ^ 2 * s_34 ) * ( m_e ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart e_beta_1619(X)  e_gam_6141(X)^(*)  to  A_\sigma_7843(X)  AntiPart A_\sigma_8204(X),"Vertex INDEX_[ID]:AntiPart e ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell e ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell e ( INDEX_[ID] ) ,","-i*e^2*(p_1_%\sigma_8101*gamma_{%\sigma_8103,%gam_6696,%gam_6697}*A_{j_2105,+%\sigma_8101}(p_4)^(*)*A_{i_2125,+%\sigma_8103}(p_3)^(*)*e_{l_2113,%gam_6697}(p_2)_u*e_{k_2113,%gam_6696}(p_1)_v^(*) + -1/2*p_4_%\mu_5565*gamma_{+%\mu_5565,%gam_6752,%gam_6753}*gamma_{%\sigma_8101,%gam_6701,%gam_6752}*gamma_{%\sigma_8103,%gam_6753,%gam_6702}*A_{j_2105,+%\sigma_8101}(p_4)^(*)*A_{i_2125,+%\sigma_8103}(p_3)^(*)*e_{l_2113,%gam_6702}(p_2)_u*e_{k_2113,%gam_6701}(p_1)_v^(*))/(s_23 + -1/2*reg_prop)",e ^ 4 * s_14 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + 2 * i * e ^ 2 * ( i * e ^ 2 * m_e ^ 2 * ( m_e ^ 2 + 1 / 2 * s_12 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_e ^ 2 * ( INDEX_[ID] * s_14 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart d_eta_1212(X)  d_alpha_1062(X)^(*)  to  d_beta_881(X)  AntiPart d_gam_2397(X)^(*),"Vertex INDEX_[ID]:d ( INDEX_[ID] ) , AntiPart d ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart d ( INDEX_[ID] ) , d ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/18*i*e^2*gamma_{+%\nu_3805,%gam_2339,%gam_2340}*gamma_{%\nu_3805,%gam_2341,%eps_1022}*d_{k_1223,%gam_2339}(p_1)_v^(*)*d_{j_1225,%eps_1022}(p_4)_v*d_{i_1225,%gam_2341}(p_3)_u^(*)*d_{l_1223,%gam_2340}(p_2)_u/(m_d^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_d ^ 4 + 8 * m_d ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_d ^ 2 * s_34 ) * ( m_d ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart u_eps_7154(X)  b_eta_11982(X)^(*)  to  AntiPart u_alpha_9627(X)^(*)  b_beta_7921(X),"Vertex INDEX_[ID]:b ( INDEX_[ID] ) , b ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/9*i*e^2*gamma_{+%\tau_27336,%eta_11980,%gam_10479}*gamma_{%\tau_27336,%gam_10480,%del_8118}*b_{l_10385,%del_8118}(p_2)_u*b_{j_10387,%gam_10480}(p_4)_u^(*)*u_{k_10385,%eta_11980}(p_1)_v^(*)*u_{i_10387,%gam_10479}(p_3)_v/(m_u^2 + -s_13 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_b ^ 2 * m_u ^ 2 + ( - 8 ) * m_b ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_u ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_u ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart A_\sigma_16776(X)  A_\lambda_11851(X)  to  b_eps_5854(X)  AntiPart b_eta_18312(X)^(*),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart b ( INDEX_[ID] ) , OffShell b ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , b ( INDEX_[ID] ) , AntiPart OffShell b ( INDEX_[ID] ) ,","1/18*i*e^2*(p_2_%\mu_10283*gamma_{+%\mu_10283,%gam_24660,%gam_24661}*gamma_{%\tau_13788,%gam_24661,%eta_18282}*gamma_{%\tau_13790,%gam_24629,%gam_24660}*A_{k_3593,+%\tau_13790}(p_1)*A_{l_3593,+%\tau_13788}(p_2)*b_{j_3595,%eta_18282}(p_4)_v*b_{i_3595,%gam_24629}(p_3)_u^(*) + (-2)*p_4_%\tau_13788*gamma_{%\tau_13790,%gam_24637,%eta_18285}*A_{k_3593,+%\tau_13790}(p_1)*A_{l_3593,+%\tau_13788}(p_2)*b_{j_3595,%eta_18285}(p_4)_v*b_{i_3595,%gam_24637}(p_3)_u^(*))/(s_13 + -1/2*reg_prop)",2 / INDEX_[ID] * e ^ 4 * s_23 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - 2 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_b ^ 2 * ( s_23 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) + ( - 2 ) * i * e ^ 2 * m_b ^ 2 * ( m_b ^ 2 + 1 / 2 * s_34 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
AntiPart A_\sigma_16776(X)  AntiPart A_\sigma_16930(X)  to  AntiPart b_del_15061(X)^(*)  b_eps_6206(X),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart b ( INDEX_[ID] ) , OffShell b ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , b ( INDEX_[ID] ) , AntiPart OffShell b ( INDEX_[ID] ) ,","1/18*i*e^2*(p_2_%\sigma_16981*gamma_{+%\sigma_16981,%gam_26285,%gam_26286}*gamma_{%\tau_14828,%gam_26256,%gam_26285}*gamma_{%\tau_14830,%gam_26286,%del_15001}*A_{k_3687,+%\tau_14828}(p_1)*A_{l_3687,+%\tau_14830}(p_2)*b_{i_3689,%del_15001}(p_3)_v*b_{j_3689,%gam_26256}(p_4)_u^(*) + (-2)*p_3_%\tau_14830*gamma_{%\tau_14828,%gam_26262,%del_15004}*A_{k_3687,+%\tau_14828}(p_1)*A_{l_3687,+%\tau_14830}(p_2)*b_{i_3689,%del_15004}(p_3)_v*b_{j_3689,%gam_26262}(p_4)_u^(*))/(s_23 + -1/2*reg_prop)",2 / INDEX_[ID] * e ^ 4 * s_23 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - 1 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_b ^ 2 * ( INDEX_[ID] * s_23 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) + ( - INDEX_[ID] ) * i * e ^ 2 * m_b ^ 2 * ( m_b ^ 2 + 1 / 2 * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart mu_eps_1314(X)  mu_eta_2977(X)^(*)  to  tt_alpha_2052(X)  AntiPart tt_beta_1285(X)^(*),"Vertex INDEX_[ID]:tt ( INDEX_[ID] ) , AntiPart tt ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart mu ( INDEX_[ID] ) , mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{+%\sigma_4545,%eta_2975,%beta_1282}*gamma_{%\sigma_4545,%gam_2082,%del_1652}*mu_{k_1635,%eta_2975}(p_1)_v^(*)*mu_{l_1635,%beta_1282}(p_2)_u*tt_{i_1637,%gam_2082}(p_3)_u^(*)*tt_{j_1637,%del_1652}(p_4)_v/(m_mu^2 + s_12 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_mu ^ 2 * m_tt ^ 2 + 8 * m_tt ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_mu ^ 2 * s_34 ) * ( m_mu ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart u_beta_9073(X)  AntiPart A_\nu_32562(X)  to  AntiPart u_alpha_11479(X)^(*)  A_\rho_32125(X),"Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell u ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell u ( INDEX_[ID] ) ,","-4/9*i*e^2*(p_1_%\mu_34957*gamma_{%\tau_33054,%eta_16002,%beta_9209}*A_{j_12365,+%\mu_34957}(p_4)^(*)*A_{l_12363,+%\tau_33054}(p_2)*u_{i_12365,%beta_9209}(p_3)_v*u_{k_12363,%eta_16002}(p_1)_v^(*) + -1/2*p_4_%\tau_33056*gamma_{%\mu_34957,%eta_16005,%eta_16032}*gamma_{%\tau_33054,%eta_16033,%beta_9211}*gamma_{+%\tau_33056,%eta_16032,%eta_16033}*A_{j_12365,+%\mu_34957}(p_4)^(*)*A_{l_12363,+%\tau_33054}(p_2)*u_{i_12365,%beta_9211}(p_3)_v*u_{k_12363,%eta_16005}(p_1)_v^(*))/(s_23 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_14 * s_34 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_u ^ 2 * ( m_u ^ 2 + - 1 / 2 * s_13 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_u ^ 2 * ( INDEX_[ID] * s_14 + ( - 8 ) * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
e_beta_7655(X)^(*)  AntiPart tt_gam_15344(X)  to  e_del_10920(X)  AntiPart tt_eps_7813(X)^(*),"Vertex INDEX_[ID]:AntiPart tt ( INDEX_[ID] ) , AntiPart tt ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:e ( INDEX_[ID] ) , e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{+%\sigma_32529,%gam_15341,%del_10917}*gamma_{%\sigma_32529,%gam_15342,%del_10918}*e_{k_11318,%del_10917}(p_1)_u*e_{i_11330,%gam_15341}(p_3)_u^(*)*tt_{j_11310,%del_10918}(p_4)_v*tt_{l_11318,%gam_15342}(p_2)_v^(*)/(m_e^2 + -s_13 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_e ^ 2 * m_tt ^ 2 + ( - 8 ) * m_tt ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_e ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
