interaction,topology,amplitude,squared_amplitude
AntiPart t_gam_3743(X)  s_del_3130(X)^(*)  to  AntiPart t_eps_2827(X)^(*)  s_eta_2941(X),"Vertex V_1:s(X_2), s(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),","-1/6*i*e^2*gamma_{+%\tau_10490,%eta_2937,%eta_2938}*gamma_{%\tau_10490,%gam_3741,%del_3128}*s_{j_3801,%eta_2937}(p_4)_u^(*)*s_{l_3799,%eta_2938}(p_2)_u*t_{k_3799,%gam_3741}(p_1)_v^(*)*t_{i_3801,%del_3128}(p_3)_v/(m_t^2 + -s_13 + 1/2*reg_prop)",1/36*e^4*(16*m_s^2*m_t^2 + (-8)*m_s^2*s_13 + 8*s_14*s_23 + (-8)*m_t^2*s_24 + 8*s_12*s_34)*(m_t^2 + -s_13 + 1/2*reg_prop)^(-2)
"d_{E_3726,gam_2303}(X)^(*)  AntiPart c_{E_3818,alpha_1519}(X)  to  d_{F_931,beta_1340}(X)  AntiPart c_{G_1077,gam_2417}(X)^(*)","Vertex V_0:AntiPart c(X_2), AntiPart c(X_4),  OffShell G(V_0), Vertex V_1:d(X_1), d(X_3),  OffShell G(V_1),","1/12*i*g^2*gamma_{+%\nu_5535,%eta_6294,%gam_2396}*gamma_{%\nu_5535,%gam_2397,%eta_6295}*(c_{k_1874,%E_3819,%eta_6295}(p_4)_v*c_{i_1838,%E_3819,%gam_2397}(p_2)_v^(*)*d_{l_1836,%D_5934,%gam_2396}(p_1)_u*d_{j_1874,%D_5934,%eta_6294}(p_3)_u^(*) + (-3)*c_{k_1874,%D_5935,%eta_6295}(p_4)_v*c_{i_1838,%E_3820,%gam_2397}(p_2)_v^(*)*d_{l_1836,%E_3820,%gam_2396}(p_1)_u*d_{j_1874,%D_5935,%eta_6294}(p_3)_u^(*))/(m_d^2 + -s_13 + 1/2*reg_prop)",-1/16*g^4*((-16)*m_c^2*m_d^2 + 8*m_c^2*s_13 + (-8)*s_14*s_23 + 8*m_d^2*s_24 + (-8)*s_12*s_34)*(m_d^2 + -s_13 + 1/2*reg_prop)^(-2) + 1/144*i*g^2*(i*g^2*((-16)*m_c^2*m_d^2 + 8*m_c^2*s_13 + (-8)*s_14*s_23 + 8*m_d^2*s_24 + (-8)*s_12*s_34)/(m_d^2 + -s_13 + 1/2*reg_prop) + 32*i*g^2*(m_c^2*m_d^2 + -1/2*m_c^2*s_13 + 1/2*s_14*s_23 + -1/2*m_d^2*s_24 + 1/2*s_12*s_34)/(m_d^2 + -s_13 + 1/2*reg_prop))/(m_d^2 + -s_13 + 1/2*reg_prop)
"AntiPart s_{G_3187,eps_3643}(X)  c_{H_3563,eta_1810}(X)^(*)  to  AntiPart s_{A_644,alpha_988}(X)^(*)  c_{B_671,beta_1130}(X)","Vertex V_0:c(X_2), c(X_4),  OffShell G(V_0), Vertex V_1:AntiPart s(X_1), AntiPart s(X_3),  OffShell G(V_1),","-1/4*i*g^2*gamma_{+%\tau_6952,%gam_5440,%del_2053}*gamma_{%\tau_6952,%gam_5441,%gam_5442}*(c_{k_1354,%H_3564,%gam_5440}(p_4)_u^(*)*c_{i_1350,%G_3188,%del_2053}(p_2)_u*s_{l_1348,%G_3188,%gam_5441}(p_1)_v^(*)*s_{j_1354,%H_3564,%gam_5442}(p_3)_v + -1/3*c_{k_1354,%F_808,%gam_5440}(p_4)_u^(*)*c_{i_1350,%F_808,%del_2053}(p_2)_u*s_{l_1348,%H_3565,%gam_5441}(p_1)_v^(*)*s_{j_1354,%H_3565,%gam_5442}(p_3)_v)/(m_s^2 + -s_13 + 1/2*reg_prop)",-1/144*g^4*((-16)*m_c^2*m_s^2 + 8*m_c^2*s_13 + (-8)*s_14*s_23 + 8*m_s^2*s_24 + (-8)*s_12*s_34)*(m_s^2 + -s_13 + 1/2*reg_prop)^(-2) + 1/16*i*g^2*(i*g^2*((-16)*m_c^2*m_s^2 + 8*m_c^2*s_13 + (-8)*s_14*s_23 + 8*m_s^2*s_24 + (-8)*s_12*s_34)/(m_s^2 + -s_13 + 1/2*reg_prop) + 32/9*i*g^2*(m_c^2*m_s^2 + -1/2*m_c^2*s_13 + 1/2*s_14*s_23 + -1/2*m_s^2*s_24 + 1/2*s_12*s_34)/(m_s^2 + -s_13 + 1/2*reg_prop))/(m_s^2 + -s_13 + 1/2*reg_prop)
u_gam_6047(X)^(*)  AntiPart A_\tau_21627(X)  to  u_beta_5246(X)  AntiPart A_\mu_22091(X),"Vertex V_0:u(X_3), A(X_4), AntiPart  OffShell u(V_0), Vertex V_1:u(X_1), A(X_2),  OffShell u(V_1),","-4/9*i*e^2*(p_3_%\mu_22041*gamma_{%\sigma_21719,%gam_6645,%gam_6646}*A_{j_8301,+%\mu_22041}(p_4)^(*)*A_{l_8299,+%\sigma_21719}(p_2)*u_{i_8301,%gam_6645}(p_3)_u^(*)*u_{k_8299,%gam_6646}(p_1)_u + 1/2*p_4_%\rho_21578*gamma_{%\mu_22041,%gam_6650,%gam_6702}*gamma_{+%\rho_21578,%gam_6702,%gam_6703}*gamma_{%\sigma_21719,%gam_6703,%gam_6651}*A_{j_8301,+%\mu_22041}(p_4)^(*)*A_{l_8299,+%\sigma_21719}(p_2)*u_{i_8301,%gam_6650}(p_3)_u^(*)*u_{k_8299,%gam_6651}(p_1)_u)/(s_12 + 1/2*reg_prop)",32/81*e^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_u^2*(m_u^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*e^2*m_u^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
AntiPart s_del_4360(X)  A_\rho_16551(X)  to  AntiPart s_eps_4017(X)^(*)  A_\sigma_15385(X),"Vertex V_0:AntiPart s(X_1), A(X_4), AntiPart  OffShell s(V_0), Vertex V_1:A(X_2), AntiPart s(X_3),  OffShell s(V_1),","-1/9*i*e^2*(p_1_%\rho_16489*gamma_{%\rho_16491,%eta_6352,%eps_3993}*A_{j_5841,+%\rho_16489}(p_4)^(*)*A_{l_5839,+%\rho_16491}(p_2)*s_{k_5839,%eta_6352}(p_1)_v^(*)*s_{i_5841,%eps_3993}(p_3)_v + -1/2*p_4_%\tau_15234*gamma_{%\rho_16489,%eta_6355,%eta_6382}*gamma_{%\rho_16491,%eta_6383,%eps_3995}*gamma_{+%\tau_15234,%eta_6382,%eta_6383}*A_{j_5841,+%\rho_16489}(p_4)^(*)*A_{l_5839,+%\rho_16491}(p_2)*s_{k_5839,%eta_6355}(p_1)_v^(*)*s_{i_5841,%eps_3995}(p_3)_v)/(s_23 + -1/2*reg_prop)",2/81*e^4*s_14*s_34*(s_23 + -1/2*reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*m_s^2*(m_s^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + -1/16*i*e^2*m_s^2*(16*s_14 + (-8)*s_34)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
tt_alpha_2877(X)^(*)  AntiPart A_\rho_11707(X)  to  tt_beta_2859(X)  AntiPart A_\sigma_13066(X),"Vertex V_0:tt(X_3), A(X_4), AntiPart  OffShell tt(V_0), Vertex V_1:tt(X_1), A(X_2),  OffShell tt(V_1),","-4/9*i*e^2*(p_3_%\sigma_12967*gamma_{%\sigma_12969,%gam_5123,%del_4001}*A_{j_4515,+%\sigma_12967}(p_4)^(*)*A_{l_4513,+%\sigma_12969}(p_2)*tt_{k_4513,%del_4001}(p_1)_u*tt_{i_4515,%gam_5123}(p_3)_u^(*) + 1/2*p_4_%\mu_11831*gamma_{+%\mu_11831,%gam_5159,%gam_5160}*gamma_{%\sigma_12967,%gam_5126,%gam_5159}*gamma_{%\sigma_12969,%gam_5160,%del_4003}*A_{j_4515,+%\sigma_12967}(p_4)^(*)*A_{l_4513,+%\sigma_12969}(p_2)*tt_{k_4513,%del_4003}(p_1)_u*tt_{i_4515,%gam_5126}(p_3)_u^(*))/(s_12 + 1/2*reg_prop)",32/81*e^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -64/81*i*e^2*(i*e^2*m_tt^2*(m_tt^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*e^2*m_tt^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
"AntiPart d_{G_4253,alpha_2961}(X)  G_{b_797,\nu_11787}(X)  to  AntiPart d_{H_1928,beta_2549}(X)^(*)  G_{c_479,\rho_13575}(X)","Vertex V_0:AntiPart d(X_3), G(X_4),  OffShell d(V_0), Vertex V_1:G(X_2), AntiPart d(X_1), AntiPart  OffShell d(V_1),","i*g^2*(p_3_%\tau_10193*gamma_{%\lambda_10334,%eta_16852,%beta_2525}*T_C_10_{%b_756,%D_18865,%F_4213}*T_C_10_{%h_1796,%E_12116,%D_18865}*G_{i_3527,%h_1796,+%\lambda_10334}(p_2)*G_{k_3563,%b_756,+%\tau_10193}(p_4)^(*)*d_{l_3513,%E_12116,%eta_16852}(p_1)_v^(*)*d_{j_3551,%F_4213,%beta_2525}(p_3)_v + 1/2*p_4_%\lambda_10336*gamma_{%\lambda_10334,%eta_16855,%eta_16882}*gamma_{+%\lambda_10336,%eta_16882,%eta_16883}*gamma_{%\tau_10193,%eta_16883,%beta_2527}*T_C_10_{%b_757,%D_18866,%F_4214}*T_C_10_{%h_1797,%E_12117,%D_18866}*G_{i_3527,%h_1797,+%\lambda_10334}(p_2)*G_{k_3563,%b_757,+%\tau_10193}(p_4)^(*)*d_{l_3513,%E_12117,%eta_16855}(p_1)_v^(*)*d_{j_3551,%F_4214,%beta_2527}(p_3)_v)/(s_12 + 1/2*reg_prop)",4/9*g^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -8/9*i*g^2*(i*g^2*m_d^2*(m_d^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*g^2*m_d^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
"t_{A_977,eps_4461}(X)^(*)  G_{f_239,\lambda_5919}(X)  to  t_{B_1289,eta_6006}(X)  G_{g_1521,\tau_5915}(X)","Vertex V_0:t(X_3), G(X_4), AntiPart  OffShell t(V_0), Vertex V_1:t(X_1), G(X_2),  OffShell t(V_1),","-i*g^2*(p_3_%\rho_6554*gamma_{%\nu_7738,%eta_5883,%eps_4398}*T_C_10_{%d_483,%D_7994,%G_1179}*T_C_10_{%e_243,%H_1202,%D_7994}*G_{i_2122,%d_483,+%\nu_7738}(p_2)*G_{k_2126,%e_243,+%\rho_6554}(p_4)^(*)*t_{l_2120,%G_1179,%eps_4398}(p_1)_u*t_{j_2126,%H_1202,%eta_5883}(p_3)_u^(*) + 1/2*p_4_%\rho_6556*gamma_{%\nu_7738,%eta_5914,%eps_4400}*gamma_{%\rho_6554,%eta_5886,%eta_5913}*gamma_{+%\rho_6556,%eta_5913,%eta_5914}*T_C_10_{%d_484,%D_7995,%G_1180}*T_C_10_{%e_244,%H_1203,%D_7995}*G_{i_2122,%d_484,+%\nu_7738}(p_2)*G_{k_2126,%e_244,+%\rho_6554}(p_4)^(*)*t_{l_2120,%G_1180,%eps_4400}(p_1)_u*t_{j_2126,%H_1203,%eta_5886}(p_3)_u^(*))/(s_12 + 1/2*reg_prop)",4/9*g^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -8/9*i*g^2*(i*g^2*m_t^2*(m_t^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*g^2*m_t^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
s_alpha_2231(X)^(*)  c_beta_1937(X)^(*)  to  s_gam_2468(X)  c_del_2278(X),"Vertex V_1:c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:s(X_1), s(X_3),  OffShell A(V_0),","1/9*i*e^2*gamma_{%\rho_7924,%eta_2907,%gam_2465}*gamma_{+%\rho_7924,%eta_2908,%del_2275}*c_{l_2915,%del_2275}(p_2)_u*c_{j_2917,%eta_2908}(p_4)_u^(*)*s_{k_2915,%gam_2465}(p_1)_u*s_{i_2917,%eta_2907}(p_3)_u^(*)/(m_s^2 + -s_13 + 1/2*reg_prop)",1/81*e^4*(16*m_c^2*m_s^2 + (-8)*m_c^2*s_13 + 8*s_14*s_23 + (-8)*m_s^2*s_24 + 8*s_12*s_34)*(m_s^2 + -s_13 + 1/2*reg_prop)^(-2)
"d_{E_4941,eps_5844}(X)^(*)  AntiPart G_{g_6379,\tau_9779}(X)  to  d_{H_1914,del_3251}(X)  AntiPart G_{h_1660,\mu_13545}(X)","Vertex V_0:d(X_3), G(X_4), AntiPart  OffShell d(V_0), Vertex V_1:d(X_1), G(X_2),  OffShell d(V_1),","-i*g^2*(p_3_%\sigma_13810*gamma_{%\rho_11879,%eta_14066,%eps_11402}*T_C_10_{%e_485,%D_16376,%E_9739}*T_C_10_{%f_713,%G_1915,%D_16376}*G_{k_3447,%f_713,+%\sigma_13810}(p_4)^(*)*G_{i_3411,%e_485,+%\rho_11879}(p_2)*d_{j_3439,%G_1915,%eta_14066}(p_3)_u^(*)*d_{l_3401,%E_9739,%eps_11402}(p_1)_u + 1/2*p_4_%\rho_11881*gamma_{%\rho_11879,%eta_14093,%eps_11404}*gamma_{+%\rho_11881,%eta_14092,%eta_14093}*gamma_{%\sigma_13810,%eta_14069,%eta_14092}*T_C_10_{%e_486,%D_16377,%E_9740}*T_C_10_{%f_714,%G_1916,%D_16377}*G_{k_3447,%f_714,+%\sigma_13810}(p_4)^(*)*G_{i_3411,%e_486,+%\rho_11879}(p_2)*d_{j_3439,%G_1916,%eta_14069}(p_3)_u^(*)*d_{l_3401,%E_9740,%eps_11404}(p_1)_u)/(s_12 + 1/2*reg_prop)",4/9*g^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -8/9*i*g^2*(i*g^2*m_d^2*(m_d^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*g^2*m_d^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
"u_{G_82,gam_346}(X)^(*)  AntiPart u_{H_102,del_330}(X)  to  s_{A_103,eps_89}(X)  AntiPart s_{B_103,eta_133}(X)^(*)","Vertex V_1:s(X_3), AntiPart s(X_4),  OffShell G(V_1), Vertex V_0:u(X_1), AntiPart u(X_2),  OffShell G(V_0),","1/12*i*g^2*gamma_{+%\tau_347,%gam_325,%eps_78}*gamma_{%\tau_347,%gam_326,%del_319}*(s_{j_80,%H_103,%gam_326}(p_3)_u^(*)*s_{k_80,%H_103,%del_319}(p_4)_v*u_{i_80,%C_102,%gam_325}(p_2)_v^(*)*u_{l_78,%C_102,%eps_78}(p_1)_u + (-3)*s_{j_80,%C_103,%gam_326}(p_3)_u^(*)*s_{k_80,%D_139,%del_319}(p_4)_v*u_{i_80,%D_139,%gam_325}(p_2)_v^(*)*u_{l_78,%C_103,%eps_78}(p_1)_u)/(m_u^2 + s_12 + 1/2*reg_prop)",-1/16*g^4*((-16)*m_s^2*m_u^2 + (-8)*m_s^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_u^2*s_34)*(m_u^2 + s_12 + 1/2*reg_prop)^(-2) + 1/144*i*g^2*(i*g^2*((-16)*m_s^2*m_u^2 + (-8)*m_s^2*s_12 + (-8)*s_14*s_23 + (-8)*s_13*s_24 + (-8)*m_u^2*s_34)/(m_u^2 + s_12 + 1/2*reg_prop) + 32*i*g^2*(m_s^2*m_u^2 + 1/2*m_s^2*s_12 + 1/2*s_14*s_23 + 1/2*s_13*s_24 + 1/2*m_u^2*s_34)/(m_u^2 + s_12 + 1/2*reg_prop))/(m_u^2 + s_12 + 1/2*reg_prop)
"AntiPart c_{E_10146,eps_12201}(X)  AntiPart G_{e_1733,\nu_19734}(X)  to  AntiPart c_{F_15855,del_3243}(X)^(*)  AntiPart G_{f_671,\rho_7787}(X)","Vertex V_1:AntiPart c(X_1), AntiPart c(X_3),  OffShell G(V_1), Vertex V_0:G(X_2), G(X_4),  OffShell G(V_0),","-1/2*g*(i*g*p_1_%\sigma_13053*gamma_{%\nu_19560,%gam_18808,%eps_12877}*T_C_10_{%g_12011,%E_14613,%D_15570}*T_C_10_{%g_12012,%D_15570,%F_15656}*G_{i_2108,%g_12012,+%\sigma_13053}(p_2)*G_{k_2112,%g_12011,+%\nu_19560}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12877}(p_3)_v*c_{l_2086,%E_14613,%gam_18808}(p_1)_v^(*) + -i*g*p_3_%\sigma_13053*gamma_{%\nu_19560,%gam_18809,%eps_12878}*T_C_10_{%g_12013,%E_14613,%D_15571}*T_C_10_{%g_12014,%D_15571,%F_15656}*G_{i_2108,%g_12014,+%\sigma_13053}(p_2)*G_{k_2112,%g_12013,+%\nu_19560}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12878}(p_3)_v*c_{l_2086,%E_14613,%gam_18809}(p_1)_v^(*) + -i*g*p_1_%\sigma_13053*gamma_{%\nu_19560,%gam_18810,%eps_12879}*T_C_10_{%g_12015,%D_15580,%F_15656}*T_C_10_{%g_12016,%E_14613,%D_15580}*G_{i_2108,%g_12016,+%\sigma_13053}(p_2)*G_{k_2112,%g_12015,+%\nu_19560}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12879}(p_3)_v*c_{l_2086,%E_14613,%gam_18810}(p_1)_v^(*) + i*g*p_3_%\sigma_13053*gamma_{%\nu_19560,%gam_18811,%eps_12880}*T_C_10_{%g_12017,%D_15581,%F_15656}*T_C_10_{%g_12018,%E_14613,%D_15581}*G_{i_2108,%g_12018,+%\sigma_13053}(p_2)*G_{k_2112,%g_12017,+%\nu_19560}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12880}(p_3)_v*c_{l_2086,%E_14613,%gam_18811}(p_1)_v^(*) + (-2)*i*g*p_1_%\tau_8111*gamma_{%\nu_19560,%gam_18812,%eps_12881}*T_C_10_{%g_12019,%E_14613,%D_15572}*T_C_10_{%g_12020,%D_15572,%F_15656}*G_{i_2108,%g_12020,+%\nu_19560}(p_2)*G_{k_2112,%g_12019,+%\tau_8111}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12881}(p_3)_v*c_{l_2086,%E_14613,%gam_18812}(p_1)_v^(*) + 2*i*g*p_3_%\tau_8111*gamma_{%\nu_19560,%gam_18813,%eps_12882}*T_C_10_{%g_12021,%E_14613,%D_15573}*T_C_10_{%g_12022,%D_15573,%F_15656}*G_{i_2108,%g_12022,+%\nu_19560}(p_2)*G_{k_2112,%g_12021,+%\tau_8111}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12882}(p_3)_v*c_{l_2086,%E_14613,%gam_18813}(p_1)_v^(*) + 2*i*g*p_1_%\tau_8111*gamma_{%\nu_19560,%gam_18816,%eps_12885}*T_C_10_{%g_12027,%D_15582,%F_15656}*T_C_10_{%g_12028,%E_14613,%D_15582}*G_{i_2108,%g_12028,+%\nu_19560}(p_2)*G_{k_2112,%g_12027,+%\tau_8111}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12885}(p_3)_v*c_{l_2086,%E_14613,%gam_18816}(p_1)_v^(*) + (-2)*i*g*p_3_%\tau_8111*gamma_{%\nu_19560,%gam_18817,%eps_12886}*T_C_10_{%g_12029,%D_15583,%F_15656}*T_C_10_{%g_12030,%E_14613,%D_15583}*G_{i_2108,%g_12030,+%\nu_19560}(p_2)*G_{k_2112,%g_12029,+%\tau_8111}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12886}(p_3)_v*c_{l_2086,%E_14613,%gam_18817}(p_1)_v^(*) + i*g*p_4_%\tau_8111*gamma_{%\nu_19560,%gam_18832,%eps_12901}*T_C_10_{%g_12043,%E_14613,%D_15576}*T_C_10_{%g_12044,%D_15576,%F_15656}*G_{i_2108,%g_12044,+%\nu_19560}(p_2)*G_{k_2112,%g_12043,+%\tau_8111}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12901}(p_3)_v*c_{l_2086,%E_14613,%gam_18832}(p_1)_v^(*) + -i*g*p_4_%\tau_8111*gamma_{%\nu_19560,%gam_18833,%eps_12902}*T_C_10_{%g_12045,%D_15586,%F_15656}*T_C_10_{%g_12046,%E_14613,%D_15586}*G_{i_2108,%g_12046,+%\nu_19560}(p_2)*G_{k_2112,%g_12045,+%\tau_8111}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12902}(p_3)_v*c_{l_2086,%E_14613,%gam_18833}(p_1)_v^(*) + (-2)*i*g*p_4_+%\nu_19560*gamma_{%\nu_19560,%gam_18834,%eps_12903}*T_C_10_{%g_12047,%E_14613,%D_15577}*T_C_10_{%g_12048,%D_15577,%F_15656}*G_{i_2108,%g_12048,%\tau_8254}(p_2)*G_{k_2112,%g_12047,+%\tau_8254}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12903}(p_3)_v*c_{l_2086,%E_14613,%gam_18834}(p_1)_v^(*) + 2*i*g*p_4_+%\nu_19560*gamma_{%\nu_19560,%gam_18835,%eps_12904}*T_C_10_{%g_12049,%D_15587,%F_15656}*T_C_10_{%g_12050,%E_14613,%D_15587}*G_{i_2108,%g_12050,%\tau_8264}(p_2)*G_{k_2112,%g_12049,+%\tau_8264}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12904}(p_3)_v*c_{l_2086,%E_14613,%gam_18835}(p_1)_v^(*) + i*g*p_4_%\sigma_13071*gamma_{%\nu_19560,%gam_18836,%eps_12905}*T_C_10_{%g_12051,%E_14613,%D_15578}*T_C_10_{%g_12052,%D_15578,%F_15656}*G_{i_2108,%g_12052,+%\sigma_13071}(p_2)*G_{k_2112,%g_12051,+%\nu_19560}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12905}(p_3)_v*c_{l_2086,%E_14613,%gam_18836}(p_1)_v^(*) + -i*g*p_4_%\sigma_13071*gamma_{%\nu_19560,%gam_18837,%eps_12906}*T_C_10_{%g_12051,%D_15588,%F_15656}*T_C_10_{%g_12052,%E_14613,%D_15588}*G_{i_2108,%g_12052,+%\sigma_13071}(p_2)*G_{k_2112,%g_12051,+%\nu_19560}(p_4)^(*)*c_{j_2092,%F_15656,%eps_12906}(p_3)_v*c_{l_2086,%E_14613,%gam_18837}(p_1)_v^(*))/(m_c^2 + -s_13 + 1/2*reg_prop)",-1/2304*g^4*(s_13*(128*m_c^2 + (-64)*s_13) + (-1024)*m_c^2*(m_c^2 + -1/2*s_13) + (-224)*m_c^2*(s_14 + s_34))*(m_c^2 + -s_13 + 1/2*reg_prop)^(-2) + -1/2304*i*g^2*(i*g^2*(128*m_c^2 + (-64)*s_13)*s_14/(m_c^2 + -s_13 + 1/2*reg_prop) + 1024*i*g^2*(m_c^2 + -1/2*s_13)*s_14/(m_c^2 + -s_13 + 1/2*reg_prop) + -i*g^2*(128*m_c^2 + (-64)*s_13)*s_34/(m_c^2 + -s_13 + 1/2*reg_prop) + (-1024)*i*g^2*(m_c^2 + -1/2*s_13)*s_34/(m_c^2 + -s_13 + 1/2*reg_prop) + 576*i*g^2*s_14*s_34/(m_c^2 + -s_13 + 1/2*reg_prop))/(m_c^2 + -s_13 + 1/2*reg_prop) + -4/9*i*g^2*(i*g^2*(m_c^2 + -1/2*s_13)*s_14/(m_c^2 + -s_13 + 1/2*reg_prop) + -1/1024*i*g^2*(128*m_c^2 + (-64)*s_13)*s_34/(m_c^2 + -s_13 + 1/2*reg_prop) + 1/2*i*g^2*s_14*s_34/(m_c^2 + -s_13 + 1/2*reg_prop))/(m_c^2 + -s_13 + 1/2*reg_prop) + -1/2304*i*g^2*(i*g^2*((128*m_c^2 + (-64)*s_13)*s_14 + (-1024)*(m_c^2 + -1/2*s_13)*s_34 + 64*s_14*s_34)/(m_c^2 + -s_13 + 1/2*reg_prop) + -i*g^2*(s_13*(128*m_c^2 + (-64)*s_13) + (-1024)*m_c^2*(m_c^2 + -1/2*s_13) + (-224)*m_c^2*(s_14 + s_34))/(m_c^2 + -s_13 + 1/2*reg_prop) + 2*i*g^2*(m_c^2*(128*m_c^2 + (-64)*s_13) + (-1024)*s_13*(m_c^2 + -1/2*s_13) + (-224)*m_c^2*(s_14 + s_34))/(m_c^2 + -s_13 + 1/2*reg_prop))/(m_c^2 + -s_13 + 1/2*reg_prop) + 7/18*i*g^2*(i*g^2*m_c^2*(m_c^2 + s_13)/(m_c^2 + -s_13 + 1/2*reg_prop) + 16/7*i*g^2*(m_c^2 + -1/2*s_13)*s_14/(m_c^2 + -s_13 + 1/2*reg_prop) + -1/448*i*g^2*(128*m_c^2 + (-64)*s_13)*s_34/(m_c^2 + -s_13 + 1/2*reg_prop) + 9/7*i*g^2*s_14*s_34/(m_c^2 + -s_13 + 1/2*reg_prop) + -1/112*i*g^2*(m_c^2*(128*m_c^2 + (-64)*s_13) + (-1024)*s_13*(m_c^2 + -1/2*s_13) + 128*s_14*s_34 + (-224)*m_c^2*(s_14 + s_34))/(m_c^2 + -s_13 + 1/2*reg_prop) + 1/224*i*g^2*(s_13*(128*m_c^2 + (-64)*s_13) + (-1024)*m_c^2*(m_c^2 + -1/2*s_13) + (-1024)*s_14*s_34 + (-224)*m_c^2*(s_14 + s_34))/(m_c^2 + -s_13 + 1/2*reg_prop) + 8/7*i*g^2*(s_14*s_34 + 7/16*m_c^2*(s_14 + s_34))/(m_c^2 + -s_13 + 1/2*reg_prop) + -i*g^2*(m_c^2*(m_c^2 + s_13) + -1/448*(128*m_c^2 + (-64)*s_13)*s_14 + 16/7*(m_c^2 + -1/2*s_13)*s_34 + -1/7*s_14*s_34 + 1/2*m_c^2*(s_14 + s_34))/(m_c^2 + -s_13 + 1/2*reg_prop))/(m_c^2 + -s_13 + 1/2*reg_prop) + -7/18*i*g^2*(i*g^2*m_c^2*(m_c^2 + s_13)/(m_c^2 + -s_13 + 1/2*reg_prop) + -1/448*i*g^2*(128*m_c^2 + (-64)*s_13)*s_14/(m_c^2 + -s_13 + 1/2*reg_prop) + -16/7*i*g^2*(m_c^2 + -1/2*s_13)*s_14/(m_c^2 + -s_13 + 1/2*reg_prop) + 1/448*i*g^2*(128*m_c^2 + (-64)*s_13)*s_34/(m_c^2 + -s_13 + 1/2*reg_prop) + 16/7*i*g^2*(m_c^2 + -1/2*s_13)*s_34/(m_c^2 + -s_13 + 1/2*reg_prop) + -17/7*i*g^2*s_14*s_34/(m_c^2 + -s_13 + 1/2*reg_prop) + -1/224*i*g^2*(s_13*(128*m_c^2 + (-64)*s_13) + (-1024)*m_c^2*(m_c^2 + -1/2*s_13) + (-1024)*s_14*s_34 + (-224)*m_c^2*(s_14 + s_34))/(m_c^2 + -s_13 + 1/2*reg_prop) + -i*g^2*(m_c^2*(m_c^2 + s_13) + 1/2*m_c^2*(s_14 + s_34))/(m_c^2 + -s_13 + 1/2*reg_prop) + -1/7*i*g^2*(s_14*s_34 + -7/2*m_c^2*(s_14 + s_34))/(m_c^2 + -s_13 + 1/2*reg_prop))/(m_c^2 + -s_13 + 1/2*reg_prop)
